New SCB Control ID	New SCB Sort	SCB Control Category	Control Description	Control Objective	Test Procedure Summary	Sampling Required?	MCL V3.0 Mapped?	MCLV3.0 Reference	ISF Mapped?	ISF Reference	NIST Sp-800-53 Rev 5 Mapped?	NIST Sp-800-53 Rev 5 Reference 	CIS Mapped?	CIS Reference 
BKP-01	38	Information Security Aspects of Backup & Disaster Recovery	Backups of information are secured.	Backups of information are secured, to ensure that security and integrity of backup data is maintained.	"BKP-01.01 - Documentation Requirements:
(a) Please provide formal documentation* (e.g. policy/procedure/standard) of your organisation's processes to perform backups.

*Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 

BKP-01.02 - Backup protection
(a) Please provide information on how your organisation protects backups of SCB data (both on-site and off-site) from physical unauthorised tampering or changes, including whether the following minimum elements have been documented:
i) Inventories of backup media, storage location, and access controls for the media or physical location. 
ii) Documented periodic physical reviews to confirm that all relevant backup material is available. 
iii) Processes to regularly test backup copies for readability. 

Note: If the US is within the scope of services provided, assess test procedures i), ii) and (iii).

BKP-01.03 - Backup encryption
(a) Please provide evidence of the backup configuration console to demonstrate that the encryption used to protect backups of SCB data is commensurate with the protocols used to protect SCB data-at-rest.

BKP-01.04 - Backup location
(a) Please provide evidence to demonstrate that configuration file(s) for systems used to process, access, transmit, or store SCB data have backups that are stored separately from the Production environment (i.e. both logically and physically) to ensure there is no adverse effect in the event of data corruption.

The section below is only applicable if services are provided to SCB from the United Kingdom and/or China:

(b) Please provide information as to whether backup sites are sufficiently remote (i.e. geographically isolated) from the primary site so they are not exposed to the same risks. 

Note: Sufficient distance between the primary and secondary backups should ensure that both data sets and corresponding infrastructure are not subject to the same type of disaster or event (e.g. flooding or energy utility substation failure impacting both sites). 


BKP-01.05 - Any control weaknesses identified?
(a) Please confirm whether any control weaknesses or failures has been identified for this control within the past 12 months (e.g. through testing or a security event).

If yes, please provide the following information:
 i) date and time of the testing / event;
 ii) the nature of the testing / event;
 iii) the data/systems involved in the testing / event;
 iv) root cause and lessons learned (i.e. has the organisation identified the cause of the issue/event); and
 v) remediation activities that have occurred post-testing / event. 
"	No	Yes		Yes		Yes			
COM-01	39	Security Continuous Monitoring	Audit/log records are determined, documented, implemented, and reviewed in accordance with policy.	The organisation's activity logs and other security event logs are identified, reviewed, and maintained in a secure manner for an appropriate amount of time to ensure adequate level trackability is retained for detection, investigation, or audit purposes.	"COM-01.01 - Documentation Requirements:
(a) Please provide formal documentation* (e.g. policy/procedure/standard) of your organisation on audit/activity logging of protective technology to ensure the organisation defines, implements and maintains security event logging requirements.

*Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 

COM-01.02 - Security log events
(a) Please provide information as to whether security and event logs are enabled on all Information Systems and Technology Infrastructure in Production and on Information Assets to capture appropriate event types. 

(b) Please confirm whether the security/activity events captured include the following aspects at a minimum: 
 i) Access control events (failed logins, unauthorised access, privileged user activities, changes to access management)
 ii) System events (changes to system configuration, access to database, changes to database permissions, malicious code events)
 iii) Network events (changes to firewall rules, scans/probes/attempted access, Denial of Service (DOS) events)
 iv) API related access sessions (e.g. details regarding the identity of the party making the API connections, date and time, as well as the data being accessed)

Applicable for South Korea only
(c) Please provide the data and information for cloud services with the specific information such as name of country where  the user information is stored. 

COM-01.03 - Security log capacity
(a) Please provide information as to whether your organisation allocates sufficient storage capacity for storing security event log records online and offline to prevent overwriting.

COM-01.04 - Security log information (sampling required)
(a) Please provide a sample of logged events and demonstrate that for all events, your organisation maintains the following attributes at a minimum:
 i) Event type
 ii) User Identifier
 iii) Date and time stamp
 iv) Device Identifier
 v) Source and Destination IP address or hostname
 vi) Use of privileges

COM-01.05 - Security log protection
(a) Please provide information as to whether all security event logs are protected against unauthorised access, deletion or modification in Production and non-Production environments are backed up regulary. 

COM-01.06 - Security log retention
(a) Please provide information as to whether your organisation retains all security event logs to meet any legal, regulatory or investigation requirements.

(b) If your organisation provides services to SCB US, please provide information and supporting evidence to demonstrate that security event logs are retained for a minimum of three years.

Applicable for South Korea only
 (c) Record the details of authorization, modifications or cancellation and keep the record for at least 3 years.
 (d) Store the records of access to the personal credit information processing system for at least 1 year

COM-01.07
(a) Please provide information as to whether your organisation review the exception security event log  on a periodic basis. 

COM-01.08 - Any control weaknesses identified?
(a) Please confirm whether any control weaknesses or failures has been identified for this control within the past 12 months (e.g. through testing or a security event).

If yes, please provide the following information:
 i) date and time of the testing / event;
 ii) the nature of the testing / event;
 iii) the data/systems involved in the testing / event;
 iv) root cause and lessons learned (i.e. has the organisation identified the cause of the issue/event); and
 v) remediation activities that have occurred post-testing / event. 
"	Yes - Areas of this control will require the sampling of evidence. Please liaise with the assessor and SCB Risk Manager to determine the appropriate sample size.	Yes		Yes		Yes			
COM-02	40	Security Continuous Monitoring	Malicious code and unauthorized mobile code is detected	Malicious code is detected, to ensure that the organisation and SCB data is protected from malware.	"COM-02.01 - Documentation Requirements:
(a) Please provide formal documentation* (e.g. policy/procedure/standard) which describes organisational processes to detect malicious code and unauthorised mobile code (e.g. Java. embedded macros, etc.).

*Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 

COM-02.02 - Anti-malware - deployment
(a) Please provide information as to whether your organisation has implemented an anti-malware solution which runs on: 
 i) Servers and systems in Production and non-Production (e.g. Windows, Linux, Unix, virtual machines, mainframes)
 ii) Endpoints in Production and non-Production (e.g. laptops, desktops)

(b) Please provide evidence (e.g. network proxy/firewall configuration settings) to demonstrate that your organisation blocks malicious traffic on entry and exit at the network boundary by scanning for malicious code in the following elements:
 i) File transfer traffic (e.g. FTP, SMB, SSH)
 ii) Application level traffic (xml, https, etc.)
 ii) Email traffic
 iii) Content downloaded from the Internet

COM-02.03 - Anti-malware - maintenance
(a) Please provide evidence (e.g. configuration screenshot of anti-malware management console) to demonstrate the following aspects:
 i) Name and version number of the anti-malware solution(s)** in use. 
 ii) Anti-malware solution(s) are updated to the latest version and include the latest available patches (i.e. within 60 days) 
 iii) Anti-malware solution(s) are in place for all endpoints, servers, and systems which access, process, or store SCB data. 

Applicable for South Korea only
 (b) Please provide evidence the antivirus software is update and examine regularly (at least once a month)

**Note: If multiple anti-malware solutions are used across different platforms, please provide information on each solution and how they are used.

COM-02.04 - Anti-malware - alerting and responding
(a) Please provide evidence of system configuration settings (accessed on the anti-malware administrative console) to demonstrate that the anti-malware solution(s) in use are configured to perform the following actions:
 i) Alert when suspected malware is identified. 
 ii) Quarantine the suspected files or delete malicious files to contain spread of malware.
 iii) Block and contain the spread of fileless malware issue. 

COM-02.05 - Anti-malware - scanning
(a) Please provide evidence of system configuration settings (accessed on the anti-malware administrative console) to demonstrate that the anti-malware solution(s) in use is enabled at all times and configured to perform scheduled scans as follows: 
 i) Servers and systems in Production and non-Production: Weekly full scan
 ii) Endpoints in Production and non-Production: Daily full scan

Applicable for China only
(b) Please provide formal documentation that your organisations implement regular check for 
i) anti-malware solutions and
ii) malicious code on external endpoints or storage devices before it is connected to the production/non-production environment.

COM-02.06 - Anti-malware - mobile code
(a) Please provide evidence to demonstrate that the anti-malware solution(s) in use is configured to detect and contain malicious mobile code (e.g. embedded macros), or that programs / applications / other content capable of movement is executed in a sandbox.


COM-02.07 - Any control weaknesses identified?
(a) Please confirm whether any control weaknesses or failures has been identified for this control within the past 12 months (e.g. through testing or a security event).

If yes, please provide the following information:
 i) date and time of the testing / event;
 ii) the nature of the testing / event;
 iii) the data/systems involved in the testing / event;
 iv) root cause and lessons learned (i.e. has the organisation identified the cause of the issue/event); and
 v) remediation activities that have occurred post-testing / event. 
"	No	Yes		Yes		Yes			
COM-03	41	Security Continuous Monitoring	"Vulnerability scans are performed, and asset vulnerabilities are identified and documented.
"	Vulnerability scans are performed, to ensure that missing patches, weak configurations and unsecure protocols are highlighted. These (e.g. servers, desktops, network infrastructure) vulnerabilities should be documented to ensure that vulnerabilities can be tracked and remediated in accordance with controls	"COM-03.01 - Documentation Requirements:
(a) Please provide formal documentation* (e.g. policy/procedure/standard) of your organisational process to identify (e.g. via vulnerability scanning), assess, classify, prioritise and monitor asset vulnerabilities using a risk-based approach.

*Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 

COM-03.02 - Vulnerability scanning (sampling required)
(a) Please provide formal documentation to demonstrate that there is a requirement to conduct vulnerability scanning on a periodic basis (e.g. monthly, quarterly, half-yearly). 
(b) Please provide a sample of recent vulnerability scans to demonstrate that they are conducted on a periodic basis (i.e. in alignment with the frequency as identified above) for systems that access, process, store, or transmit SCB data.

(c) Please provide evidence (e.g. configuration settings of vulnerability scanning solution) that vulnerability scans are performed in an authenticated mode (i.e. configuring the scanner with system administrator credentials) using one of the following methods:
 i) Agents running locally on each end system to analyse the security configuration. 
 ii) Remote scanners that are given administrative rights on the system being tested. 

COM-03.03 - Penetration testing
(a) Please provide information as to whether your organisation performs Penetration Testing on Internet-facing systems that access, process or store SCB data on an annual basis and/or following a significant change to your organisation's technology environment, whichever is sooner.
 i) In addition to the above, please provide the dates when the past two Penetration Testing exercises/ report that were performed.

Note: If your organisation does not conduct the activities as mentioned above, please provide the rationale for not doing so.

COM-03.04 - Other security vulnerability sources
(a) Please provide information on your organisation's processes for receiving and appropriately channelling vulnerability disclosures from/to one or more of the following categories:
 i) Public sources (e.g., security researchers);
 ii) Vulnerability sharing forums (e.g., FS-ISAC); and
 iii) Third-parties (e.g., cloud vendors);
 iv) Internal sources (e.g., development teams).
 
COM-03.05 - Application Vulnerabilities
(a) Please provide information on your organisation's processes for testing application security vulnerabilities on a regular basis. Please also provide evidences of the latest application security vulnerability scans performed.

Note: If your organisation does not conduct the activities as mentioned above, please provide the rationale for not doing so. If application security vulnerabilities are also covered as part of the COM-03.02 requirements above, please do indicate the testing and results performed."	Yes - Areas of this control will require the sampling of evidence. Please liaise with the assessor and SCB Risk Manager to determine the appropriate sample size.	Yes		Yes		Yes			
COM-04	42	Security Continuous Monitoring	A vulnerability management plan is developed and implemented, and newly identified vulnerabilities are remediated, mitigated or documented as accepted risks.	A vulnerability management plan and supporting processes are developed and implemented to ensure that a process exists to remediate, mitigate or risk accept vulnerabilities which have been identified in a defined time period.	"COM-04.01 - Documentation Requirements: 
(a) Please provide formal documentation* (e.g. policy/procedure/standard) of your organisation's processes on vulnerability management to describe the vulnerability management processes (e.g. vulnerability remediation, mitigation or risk acceptance) for new vulnerabilities which have been identified. 

*Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 

COM-04.02 - Vulnerability management - process
(a) Please provide information on your organisation's processes related to the following aspects: 
 i) Vulnerabilities identified across different sources (e.g. vulnerability scans, public sources, or cyber security incidents) are either mitigated; or documented and monitored as accepted risks. 
 ii) Vulnerability remediation is tracked to completion, after which a rescan/retest must be performed to confirm that the vulnerability has been fixed. 
 iii) Critical vulnerabilities with no solution or patch available are risk managed.

COM-04.03 - Vulnerability management - analysis (sampling required) 
(a) Please provide information on whether the organisation has established enterprise processes to analyse disclosed vulnerabilities which consider the following aspects:
 i) Determining its validity;
 ii) Assessing its scope (e.g., affected assets and data);
 iii) Determining its likelihood and impact (including consideration of mitigating factors where applicable);
 iv) Reviewing threat intelligence associated with the vulnerability (if applicable);
 v) Identifying affected stakeholders or customers; and
 vi) Analysing options to respond.

(b) For a sample of vulnerabilities identified within the last 12 month period, please provide evidence to demonstrate that the above-mentioned aspects were considered during the vulnerability analysis phase (e.g. vulnerability analysis / remediation ticket).

Note: Please provide a copy of your organisation latest vulnerability test report or its equivalent. 

COM-04.04 - Vulnerability management - escalation
(a) Please provide information on your organisation's formal processes to manage critical vulnerabilities with no solution or patch available (e.g. zero-day vulnerabilities); such processes may include escalation workflows, risk acceptance requirements, etc. 

COM-04.05 - Vulnerability management - fix timeframes (sampling required)
(a) Please provide formal documentation which defines the organisation's vulnerability and patch management fix / remediation timelines (e.g. critical risk items fixed within 15 days, high risk items fixed within 30 days, etc.). 

(b) Please provide a sample of critical or high risk vulnerabilities identified during the most recent vulnerability scan, and demonstrate that the following has occurred:
 i) A formal risk analysis/assessment has been performed to understand the risk of the vulnerability
 ii) The vulnerability has a documented remediation plan.
 iii) If a patch/fix has been applied, demonstrate that testing was completed prior to deployment.
 iv) If the vulnerability has already been closed, demonstrate that a rescan/retest was performed to validate the vulnerability was fixed correctly.
 v) Demonstrate that the vulnerabilities have been remediated (or are on track to be remediated) within the internal vulnerability fix / remediation timelines established by your organisation.

(c) Please provide a sample of critical or high risk vulnerabilities identified during the most recent penetration test, and demonstrate that the following has occurred:
 i) A formal risk analysis/assessment has been performed to understand the risk of the vulnerability
 ii) The vulnerability has a documented remediation plan.
 iii) If a patch/fix has been applied, demonstrate that testing was completed prior to deployment.
 iv) If the vulnerability has already been closed, demonstrate that a rescan/retest was performed to validate the vulnerability was fixed correctly.
 v) Demonstrate that the vulnerabilities have been remediated (or are on track to be remediated) within the internal vulnerability fix / remediation timelines established by your organisation.
"	Yes - Areas of this control will require the sampling of evidence. Please liaise with the assessor and SCB Risk Manager to determine the appropriate sample size.	Yes		Yes		Yes			
COM-05	43	Security Continuous Monitoring	Monitoring for unauthorized personnel, connections, devices, and software is performed.	Monitoring for unauthorized personnel, connections, devices, and software is performed, to ensure that rogue assets are not present on the enterprise network.	"COM-05.01 - Documentation Requirements:
(a) Please provide formal documentation* (e.g. policy/procedure/standard) of your organisation's processes on security continuous monitoring to ensure monitoring for unauthorized personnel, connections, devices, and software is performed.

*Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 

COM-05.02 - Restricting unauthorised software, devices and connections
(a) Please provide information on your organisation's processes related to the following aspects: 
 i) Controls have been implemented to prevent the use of unsupported and unauthorised software, devices and connections
 ii) Policies, procedures, and adequate tools are in place to monitor, detect, and block access from/to untrusted software, devices, connections, and data transfers.
 iii) Automatic and real-time alerts are setup to detect when an unauthorised software, hardware, devices, connections or configuration change occurs.

COM-05.03 - Any control weaknesses identified?
(a) Please confirm whether any control weaknesses or failures has been identified for this control within the past 12 months (e.g. through testing or a security event).

If yes, please provide the following information:
 i) date and time of the testing / event;
 ii) the nature of the testing / event;
 iii) the data/systems involved in the testing / event;
 iv) root cause and lessons learned (i.e. has the organisation identified the cause of the issue/event); and
 v) remediation activities that have occurred post-testing / event. "	No	Yes		Yes		No			
COM-06	44	Security Continuous Monitoring	The network, personnel activity, and external service provider activity is monitored to detect potential cybersecurity events and detected events are analysed to understand attack targets and methods. 	Network, personnel activity, and external provider activity is monitored to detect potential cybersecurity events and understand attack targets and methods, to ensure that attack tools, techniques and procedures can be attributed to attackers, enabling appropriate mitigation.	"COM-06.01 - Documentation Requirements:
(a) Please provide formal documentation* (e.g. policy/procedure/standard) of your organisation's processes on security monitoring covering the following aspects:
 i) Security monitoring activities and supporting controls, 
 ii) Personnel activity, and external service provider activity is monitored/analysed to detect potential cybersecurity events,
 iii) Analysis of detected security events to understand attack targets and methods. 

*Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 
  
COM-06.02 - Security event monitoring
(a) Please provide information as to whether your organisation has established security event monitoring processes which detect and investigate anomalous, unauthorised, or potentially malicious activity related to the following aspects:
 i) Network activity
 ii) Internal personnel activity
 iii) External service provider activity
 iv) suspicious API activity

(b) Please provide information on your organisation's processes related to the following aspects:
 i) Assessing the nature, scope and method of malicious activities (e.g. by using the MITRE ATT&CK framework to analyse the tactics, techniques and procedures of attackers)
 ii) Predicting and blocking similar future attacks; and
 iii) Reporting timely risk metrics.

Applicable for South Korea only
 (c) Perform security monitoring on a monthly basis

COM-06.03 - External service provider connectivity (sampling required)
(a) Please provide information as to whether your organisation allows network connections from external parties to systems used to process, store, transmit, or access SCB data. If no, the remaining items under this subheader are not required.

(b) Please provide evidence of your organisation's inventory of all external party connections as mentioned above. The inventory should comprise the following aspects:
 i) Connection method (e.g. via jump server)
 ii) Service description (e.g. application support)
 iii) A formal record of authorisation/approval for the use of the connection by a member of senior management

(c) For a sample of external party connections, please provide evidence to demonstrate that a formal record of authorisation / approval for the use of the connection has been obtained from a member of senior management.

COM-06.04 - External service provider connection security
(a) Please provide information on how your organisation collaborates with your external parties to maintain and improve the security of external network connections, including the following aspects:
 i) Requiring multifactor authentication
 ii) Requiring secure protocols during the transfer of data (e.g. TLS 1.2, BGP, IPsec, etc.)
 iii) Performing third party security reviews/audits covering security compliance regarding any external connections (e.g. does your third party risk / governance programme consider external connection security)


COM-06.05 - Any control weaknesses identified?
(a) Please confirm whether any control weaknesses or failures has been identified for this control within the past 12 months (e.g. through testing or a security event).

If yes, please provide the following information:
 i) date and time of the testing / event;
 ii) the nature of the testing / event;
 iii) the data/systems involved in the testing / event;
 iv) root cause and lessons learned (i.e. has the organisation identified the cause of the issue/event); and
 v) remediation activities that have occurred post-testing / event. 
"	Yes - Areas of this control will require the sampling of evidence. Please liaise with the assessor and SCB Risk Manager to determine the appropriate sample size.	Yes		Yes		Yes			
COM-07	45	Security Continuous Monitoring	Event detection information is communicated to appropriate parties.	Event detection information is communicated to appropriate parties, to ensure that the appropriate response can be established.	"COM-07.01 - Documentation Requirements:
(a) Please provide formal documentation* (e.g. policy/procedure/standard) of your organisation's detection processes to ensure event detection information is communicated to appropriate parties.

*Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 

COM-07.02 - Security event detection - communication
(a) Please provide information on your organisation's processes related to the following aspects: 
 i) Communicate, alert and periodically report detected potential cyber attacks and event information to internal and external stakeholders, including corresponding analysis and cyber threat intelligence in a timely manner which commenstruate with the severity level. 
 ii) Report any confirmed information security events in BOTH the Production and Non-Production environments to internal and external stakeholders.
 iii) Test and validate the effectiveness of the security event reporting and communication processes and protocols with internal and external stakeholders.

(b) Please provide evidence to demonstrate that event detection information is communicated to specific parties for specific alerts in line with the processes as described above (e.g. a formal job role description or responsibility matrix)."	No	No		Yes		Yes			
COM-08	46	Security Continuous Monitoring	Detection processes are tested.	Detection processes are tested to ensure that the organisation’s detective capability is operating effectively.	"COM-08.01 - Documentation Requirements:
(a) Please provide formal documentation* (e.g. policy/procedure/standard) of your organisation's processes to ensure detection processes are tested

*Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 

COM-08.02 - Detective control testing
(a) Please provide information as to whether your organisation has established a testing program to conduct periodic, proactive testing of the effectiveness of detection processes and controls.

(b) Please provide evidence of the most recent testing conducted on your organisation's detection processes and controls. The evidence should comprise the following aspects:
 i) Method of testing (e.g. checklist review, attempting to generate security alerts, simulation test e.g. Red Teaming, or structured walkthrough)
 ii) Date when the last test was performed.
 iii) Name and job title of who approved the testing results.
 iv) Information on any issues noted as a result of the testing.

(c) For any issues during the testing as noted above, please provide evidence to demonstrate that these issues have been remediated, or are being tracked to remediation (e.g. remediation/change ticket).

Note: Due to the potential sensitivity of information in testing reports such as a Red/Blue Team exercise, we understand if a full length / detailed report with all findings included is not available for distribution. In such cases, a redacted version of the evidence may be provided as long as it clearly demonstrates your organisation's process for reviewing detection processes and controls.
"	No	No		Yes		Yes			
INC-01	47	Information Security Incident Management	Incidents are reported consistent with established criteria.	Incidents are reported consistent with established criteria, to ensure that important information about incidents (e.g. what type of data is involved) can be relayed quickly and that any trends can be analysed.	"INC-01.01 - Documentation Requirements:
(a) Please provide formal documentation* (e.g. policy/procedure/standard) of your organisation's processes on security incident management, comprising the following requirements:
 i) Your organisation ensures that incidents are reported consistent with established criteria.
 ii) Your organisation collects and correlates security event data from multiple sources and sensors to identify potential security incidents.

*Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 
  
INC-01.02 - Security incident management - general process
(a) Please provide evidence of your organisation’s security incident response process, including the following aspects:
 i) Organisational end-to-end incident response and management process.
 ii) How to appropriately document and report cyber events and related security incident response activities.
 iii) Escalation protocols (i.e. organisational decision levels and communication strategies) have been defined, which comprise the types of information will be shared with whom, and how such information will be acted upon.

INC-01.03 - Security incident management - reporting
(a) Please provide information as to whether your organisation requires that any actual and/or suspected security incidents to be immediately reported once someone becomes aware of them.

(b) Please provide the name and job title of the person(s) responsible for each of the following activities in the event that a security incident has occurred:
 i) Contacting the police, government, or relevant local authority
 ii) Contacting regulatory agencies or any other supervisory body (when required)
 iii) Contacting clients. 
 iv) Managing the security incident response.

(c) Please provide information on whether any actual and/or suspected security incidents involving SCB data are immediately reported to SCB (i.e. within 24 hours of incident discovery).

(d) Please confirm whether a security incident had occurred within the last 12 months that involved SCB data or personnel with access to SCB data. If yes, please provide evidence of the incident documentation comprising the following information:
 i) Notification to SCB about the security incident (e.g. via email). 
 ii) The exact timeframe from the point of security incident identification to notification of SCB.
 iii) Incident details were communicated and acted upon in line with defined escalation protocols. 

INC-01.04 - Security incident management - centrally managed security event logs
(a) Please provide information as to whether your organisation centrally manages event logs to identify patterns of behaviour and alerts indicative of a potential security incident.

Note: These logs may be obtained from both internal and external sources (e.g. internal: laptops, servers, network devices; external: threat intelligence feeds).

(b) If your organisation does not centrally manage logs in an automated manner, or if there is no central management of logs, please provide information as to how your organisation monitors event logs to identify patterns of behaviour and alerts.
"	No	No		Yes		Yes			
INC-02	48	Information Security Incident Management	Incidents are contained and mitigated	Incidents are contained and mitigated, to ensure that the business (e.g. client facing roles) can continue to provide operational services (e.g. payment platform).	"INC-02.01 - Documentation Requirements:
(a) Please provide formal documentation* (e.g. policy/procedure/standard) of your organisation's processes on mitigation of a cyber security incident to ensure the organisation contains and mitigates incidents consistent with response plans.

*Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 

INC-02.02 - Security incident response plan – containment & mitigation
(a) Please provide information on your organisation’s security incident containment and mitigation strategies. This should comprise the following aspects:
 i) Established containment and remediation timelines.
 ii) List of cyber attack / security incident scenarios, and set of actions required to respond to each one (if available).
 iii) Name and job title of the person(s) involved in containment activities (either internal or external).
 iv) Post-incident review is performed (e.g. root cause analysis).
 v) Lessons learned are communicated and incorporated to assist in and prevent future incidents.

(b) Please confirm whether a security incident had occurred within the last 12 months that involved SCB data or personnel with access to SCB data. If yes, please provide evidence of the incident documentation comprising the following information:
 i) Date and time when the incident was discovered.
 ii) Date and time when the incident was mitigated.
 iii) Incident details and how it was mitigated.
 iv) Date when the post-incident review was completed. 
 v) Lessons learned and action steps arising from the post-incident review (e.g. to update security incident response plan or relevant training materials).

INC-02.03 - Security incident response plan – involvement of external parties
(a) Please confirm whether your organisation engages any third parties to access, process or store SCB data. 

(b) If yes, please provide information on how your organisation ensures that the following activities are performed in the event of a security incident involving one or more of your third parties: 
 i) The third party takes appropriate steps to immediately address security incidents, and cooperates with your organisation on the incident investigation.
 ii) The third party does not make or permit any statements to any entity concerning any security incident concerning SCB without the explicit written authorisation of SCB.
 iii) The third party provides the results of the incident investigation to your organisation in accordance with the pre-agreed timeline and reporting requirements (or as defined by the regulator, where applicable).
"	Yes - Areas of this control will require the sampling of evidence. Please liaise with the assessor and SCB Risk Manager to determine the appropriate sample size.	Yes		Yes		Yes			
INC-03	49	Information Security Incident Management	Impact of events is determined.	Impact of events is determined to ensure that the incidents can be isolated, contained and mitigated against defined response and recovery objectives.	"INC-03.01 - Documentation Requirements:
(a) Please provide formal documentation* (e.g. policy/procedure/standard) of your organisation's processes on anomalies and events to ensure the impact of events is determined.

*Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 

INC-03.02 - Event impact analysis (sampling required)
(a) Please provide information about your organisation’s process to assess the impact of a security event. 

Note: Types of impacts which may be considered in the analysis of a security event include, but are not limited to, financial, client / customer, technology, and regulatory.

(b) For a sample of security events which have occurred within the last 12 months, please provide evidence to demonstrate that an impact analysis was performed for such events.
"	Yes - Areas of this control will require the sampling of evidence. Please liaise with the assessor and SCB Risk Manager to determine the appropriate sample size.	Yes		Yes		Yes			
INC-04	50	Information Security Incident Management	Incident alert thresholds are established.	Incident alert thresholds are established, to ensure that intrusion attempts (e.g. brute force attacks) can be identified, with appropriate response measures (e.g. account locking).	"INC-04.01 - Documentation Requirements:
(a) Please provide formal documentation* (e.g. policy/procedure/standard) of your organisation's processes on anomalies and events to ensure incident alert thresholds are established

*Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 

INC-04.02 - Security alerting
(a) Please provide information as to whether your organisation has implemented the following aspects:
 i) Rule-based triggers generate security alerts when known attack patterns, signatures, or behaviours are detected (e.g. number of invalid password attempts).
 ii) Monitoring tools are utilised to automatically generate the above-mentioned security alerts.

(b) Please provide evidence of the configuration settings of the monitoring tool(s) to demonstrate that the rule-based triggers have been configured accordingly. 
 i) Please provide information on the job role responsible for monitoring the generated security alerts.

INC-04.03 - Security alert investigation timelines (sampling required)
(a) Please provide information as to your organisation's internal timeframes to respond in a timely manner to the above-mentioned security alerts.

(b) For a sample of security event logs and reports, please provide evidence to demonstrate the following aspects:
 i) Security event logs and reports are examined in a timely manner aligned with the internal response timeframes.
 ii) The response to the security events is appropriate to the criticality of the security alerts.

INC-04.04 - Any control weaknesses identified?
(a) Please confirm whether any control weaknesses or failures has been identified for this control within the past 12 months (e.g. through testing or a security event).

If yes, please provide the following information:
 i) date and time of the testing / event;
 ii) the nature of the testing / event;
 iii) the data/systems involved in the testing / event;
 iv) root cause and lessons learned (i.e. has the organisation identified the cause of the issue/event); and
 v) remediation activities that have occurred post-testing / event. "	Yes - Areas of this control will require the sampling of evidence. Please liaise with the assessor and SCB Risk Manager to determine the appropriate sample size.	Yes		Yes		No			
INC-05	51	Information Security Incident Management	Incidents are categorized consistent with response plans.	Incidents are categorized consistent with response plans, to ensure that response activities can be aligned to pre-existing response plans.	"INC-05.01 - Documentation Requirements:
(a) Please provide formal documentation* (e.g. policy/procedure/standard) of your organisation's processes on analysis of a cybersecurity incident to ensure that incidents are categorized consistent with response plans.

*Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 

INC-05.02 - Security incident response plan - categorisation
(a) Please provide information on how your organisation prioritises and categorises security incident responses, e.g. whether this approach is consistent with incident response plans and considers the criticality of affected system(s) to your organisation.

(b) Please provide information on your organisation’s security incident categorisation criteria, including the following aspects:
 i) Factors considered in establishing the different security incident categories.
 ii) Whether security incident response plans are tailored and prioritised depending on the assigned incident category.

(c) Please confirm whether a security incident had occurred within the last 12 months that involved SCB data or personnel with access to SCB data. If yes, please provide evidence of the incident documentation comprising the following information:
 i) Date on which the incident occurred.
 ii) Incident categorisation details, e.g. financial impact, environmental impact, client impact.
 iii) Assigned incident category.
"	No	Yes		Yes		Yes			
